track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature,duration_ms_dt,trackName,artistName,total_played_duration,total_played_count
1UBe9K7MECJJOYd20nwhpl,0.741,0.307,7,-12.643,1,0.0789,0.936,0.0,0.191,0.538,144.987,spotify:track:1UBe9K7MECJJOYd20nwhpl,https://api.spotify.com/v1/tracks/1UBe9K7MECJJOYd20nwhpl,https://api.spotify.com/v1/audio-analysis/1UBe9K7MECJJOYd20nwhpl,208033,4,0 days 00:03:28.033000,Guiltless,dodie,0 days 02:39:05.201000,57
1Cxx2ec6iADMThJFeKSOzl,0.43,0.172,2,-12.105,1,0.035,0.966,0.0115,0.137,0.352,117.189,spotify:track:1Cxx2ec6iADMThJFeKSOzl,https://api.spotify.com/v1/tracks/1Cxx2ec6iADMThJFeKSOzl,https://api.spotify.com/v1/audio-analysis/1Cxx2ec6iADMThJFeKSOzl,162047,5,0 days 00:02:42.047000,All I Do Is Dream of You,Faultline,0 days 02:33:23.553000,66
025UUQA6NowbZynZU3Hv0u,0.721,0.499,2,-13.561,1,0.0769,0.357,0.867,0.0738,0.975,159.819,spotify:track:025UUQA6NowbZynZU3Hv0u,https://api.spotify.com/v1/tracks/025UUQA6NowbZynZU3Hv0u,https://api.spotify.com/v1/audio-analysis/025UUQA6NowbZynZU3Hv0u,40000,4,0 days 00:00:40,I Have A Hole In My Tooth (And My Dentist is Shut),dodie,0 days 00:31:26.211000,51
1shFuXMd9yPSIDrpeb660U,0.588,0.129,7,-19.413,0,0.176,0.982,0.00092,0.248,0.465,89.149,spotify:track:1shFuXMd9yPSIDrpeb660U,https://api.spotify.com/v1/tracks/1shFuXMd9yPSIDrpeb660U,https://api.spotify.com/v1/audio-analysis/1shFuXMd9yPSIDrpeb660U,205874,4,0 days 00:03:25.874000,don't quite belong (demo),dodie,0 days 02:09:21.693000,46
0C1J9WEWIskxtqN9nTpl44,0.439,0.032,2,-24.026,1,0.0697,0.924,0.0621,0.113,0.279,150.514,spotify:track:0C1J9WEWIskxtqN9nTpl44,https://api.spotify.com/v1/tracks/0C1J9WEWIskxtqN9nTpl44,https://api.spotify.com/v1/audio-analysis/0C1J9WEWIskxtqN9nTpl44,161289,3,0 days 00:02:41.289000,let go (demo),dodie,0 days 02:15:29.047000,59
6CT9rlhE55gX3MaDznjWt7,0.747,0.404,11,-11.233,0,0.339,0.914,1.13e-05,0.11,0.596,126.894,spotify:track:6CT9rlhE55gX3MaDznjWt7,https://api.spotify.com/v1/tracks/6CT9rlhE55gX3MaDznjWt7,https://api.spotify.com/v1/audio-analysis/6CT9rlhE55gX3MaDznjWt7,180863,4,0 days 00:03:00.863000,Boys Like You (Bonus),dodie,0 days 02:05:46.524000,52
0nVv9l68N2NtQSyxtTxHvy,0.346,0.1,9,-15.542,1,0.0362,0.615,0.00246,0.111,0.107,83.301,spotify:track:0nVv9l68N2NtQSyxtTxHvy,https://api.spotify.com/v1/tracks/0nVv9l68N2NtQSyxtTxHvy,https://api.spotify.com/v1/audio-analysis/0nVv9l68N2NtQSyxtTxHvy,165619,4,0 days 00:02:45.619000,Sorry,dodie,0 days 02:12:10.065000,52
0Z56w8TQFrbakG2EYNGFk2,0.466,0.114,5,-17.34,1,0.0667,0.923,0.0418,0.0687,0.21,85.199,spotify:track:0Z56w8TQFrbakG2EYNGFk2,https://api.spotify.com/v1/tracks/0Z56w8TQFrbakG2EYNGFk2,https://api.spotify.com/v1/audio-analysis/0Z56w8TQFrbakG2EYNGFk2,216601,4,0 days 00:03:36.601000,Before the Line,dodie,0 days 02:50:43.993000,53
3AlbodF0tKd4Pzhm2wbZdU,0.721,0.763,9,-4.287,1,0.057,0.0258,0.0,0.0747,0.963,118.032,spotify:track:3AlbodF0tKd4Pzhm2wbZdU,https://api.spotify.com/v1/tracks/3AlbodF0tKd4Pzhm2wbZdU,https://api.spotify.com/v1/audio-analysis/3AlbodF0tKd4Pzhm2wbZdU,175932,4,0 days 00:02:55.932000,Shotgun,Pomplamoose,0 days 10:47:35.969000,259
7oIGWbgAbukbtTIdxnlIwd,0.572,0.574,7,-7.124,1,0.107,0.0773,0.0035,0.153,0.528,117.991,spotify:track:7oIGWbgAbukbtTIdxnlIwd,https://api.spotify.com/v1/tracks/7oIGWbgAbukbtTIdxnlIwd,https://api.spotify.com/v1/audio-analysis/7oIGWbgAbukbtTIdxnlIwd,174353,4,0 days 00:02:54.353000,Breakup Mashup,Pomplamoose,0 days 10:53:23.582000,260
161iaO13CvAJ3IZC2EtAEQ,0.309,0.0925,8,-15.885,1,0.0356,0.971,0.00212,0.102,0.245,89.829,spotify:track:161iaO13CvAJ3IZC2EtAEQ,https://api.spotify.com/v1/tracks/161iaO13CvAJ3IZC2EtAEQ,https://api.spotify.com/v1/audio-analysis/161iaO13CvAJ3IZC2EtAEQ,223108,3,0 days 00:03:43.108000,When,dodie,0 days 02:45:26.943000,50
0zLnAV1lYEhVnKk3ITmCym,0.518,0.208,10,-12.273,1,0.0363,0.855,5.15e-06,0.12,0.42,179.836,spotify:track:0zLnAV1lYEhVnKk3ITmCym,https://api.spotify.com/v1/tracks/0zLnAV1lYEhVnKk3ITmCym,https://api.spotify.com/v1/audio-analysis/0zLnAV1lYEhVnKk3ITmCym,259167,4,0 days 00:04:19.167000,Apple Pie,Lizzy McAlpine,0 days 00:08:38.332000,2
5Uro6tis4oexrT4Po1q71H,0.411,0.361,5,-8.466,1,0.0302,0.92,2.36e-06,0.102,0.315,86.325,spotify:track:5Uro6tis4oexrT4Po1q71H,https://api.spotify.com/v1/tracks/5Uro6tis4oexrT4Po1q71H,https://api.spotify.com/v1/audio-analysis/5Uro6tis4oexrT4Po1q71H,147347,4,0 days 00:02:27.347000,Love Flew Away,Laufey,0 days 01:07:11.110000,29
47IAJLkYhZag79yvXmT6Lt,0.482,0.273,0,-13.396,1,0.043,0.792,0.00223,0.109,0.142,118.952,spotify:track:47IAJLkYhZag79yvXmT6Lt,https://api.spotify.com/v1/tracks/47IAJLkYhZag79yvXmT6Lt,https://api.spotify.com/v1/audio-analysis/47IAJLkYhZag79yvXmT6Lt,143290,4,0 days 00:02:23.290000,Not What I Meant (feat. Lewis Watson),dodie,0 days 02:04:10.935000,62
3uYxmgnOA9lJYAsHyEbbWA,0.433,0.126,7,-20.93,1,0.0384,0.952,0.223,0.115,0.0782,88.572,spotify:track:3uYxmgnOA9lJYAsHyEbbWA,https://api.spotify.com/v1/tracks/3uYxmgnOA9lJYAsHyEbbWA,https://api.spotify.com/v1/audio-analysis/3uYxmgnOA9lJYAsHyEbbWA,191100,3,0 days 00:03:11.100000,Intertwined,dodie,0 days 02:19:13.917000,51
5CqXrqDRXfF5jNVwT0nmPF,0.321,0.179,8,-12.934,1,0.0312,0.929,0.00405,0.108,0.284,104.674,spotify:track:5CqXrqDRXfF5jNVwT0nmPF,https://api.spotify.com/v1/tracks/5CqXrqDRXfF5jNVwT0nmPF,https://api.spotify.com/v1/audio-analysis/5CqXrqDRXfF5jNVwT0nmPF,195000,4,0 days 00:03:15,When - Live,dodie,0 days 02:20:59.292000,55
4ILUKveMdxak81RIB0iyhH,0.755,0.53,8,-12.514,1,0.146,0.92,0.0334,0.15,0.903,103.985,spotify:track:4ILUKveMdxak81RIB0iyhH,https://api.spotify.com/v1/tracks/4ILUKveMdxak81RIB0iyhH,https://api.spotify.com/v1/audio-analysis/4ILUKveMdxak81RIB0iyhH,208092,4,0 days 00:03:28.092000,Hate Myself,dodie,0 days 02:43:54.875000,50
4gMWrJ20uEwMHGu1OReCBj,0.402,0.456,0,-7.852,1,0.043,0.0301,0.0,0.137,0.254,98.928,spotify:track:4gMWrJ20uEwMHGu1OReCBj,https://api.spotify.com/v1/tracks/4gMWrJ20uEwMHGu1OReCBj,https://api.spotify.com/v1/audio-analysis/4gMWrJ20uEwMHGu1OReCBj,223258,4,0 days 00:03:43.258000,Whispers,Orla Gartland,0 days 03:30:18.120000,70
5K2cBicu96Pf4mrBv3Jojk,0.435,0.191,10,-12.436,1,0.0396,0.919,0.033,0.114,0.193,112.1,spotify:track:5K2cBicu96Pf4mrBv3Jojk,https://api.spotify.com/v1/tracks/5K2cBicu96Pf4mrBv3Jojk,https://api.spotify.com/v1/audio-analysis/5K2cBicu96Pf4mrBv3Jojk,279324,4,0 days 00:04:39.324000,If I'm Being Honest,dodie,0 days 03:20:14.940000,53
6aDyiU2cVrqh33UEnEo3WA,0.262,0.163,7,-15.949,1,0.0432,0.946,0.0948,0.103,0.0394,76.501,spotify:track:6aDyiU2cVrqh33UEnEo3WA,https://api.spotify.com/v1/tracks/6aDyiU2cVrqh33UEnEo3WA,https://api.spotify.com/v1/audio-analysis/6aDyiU2cVrqh33UEnEo3WA,185488,4,0 days 00:03:05.488000,6/10,dodie,0 days 02:32:53.171000,55
5bbDtmnf1oOe5MSRFoL4e8,0.386,0.0502,4,-21.084,1,0.0717,0.983,0.00046,0.351,0.338,164.866,spotify:track:5bbDtmnf1oOe5MSRFoL4e8,https://api.spotify.com/v1/tracks/5bbDtmnf1oOe5MSRFoL4e8,https://api.spotify.com/v1/audio-analysis/5bbDtmnf1oOe5MSRFoL4e8,151911,3,0 days 00:02:31.911000,anything (demo),dodie,0 days 01:53:23.270000,51
2MKIadkPrRqaivpyn6cnI0,0.831,0.606,9,-7.694,1,0.107,0.694,0.000109,0.0635,0.944,100.013,spotify:track:2MKIadkPrRqaivpyn6cnI0,https://api.spotify.com/v1/tracks/2MKIadkPrRqaivpyn6cnI0,https://api.spotify.com/v1/audio-analysis/2MKIadkPrRqaivpyn6cnI0,245847,4,0 days 00:04:05.847000,Monster,dodie,0 days 03:29:25.449000,58
6BBfG9FiwJhRVMCd9IYl6c,0.823,0.52,5,-12.873,0,0.0831,0.364,0.00438,0.0772,0.685,111.025,spotify:track:6BBfG9FiwJhRVMCd9IYl6c,https://api.spotify.com/v1/tracks/6BBfG9FiwJhRVMCd9IYl6c,https://api.spotify.com/v1/audio-analysis/6BBfG9FiwJhRVMCd9IYl6c,181633,4,0 days 00:03:01.633000,In The Middle,dodie,0 days 04:12:47.028000,94
2Uk0aFqYCtecHL5MCq2we0,0.491,0.0861,4,-14.991,1,0.0565,0.992,0.0124,0.0932,0.391,86.038,spotify:track:2Uk0aFqYCtecHL5MCq2we0,https://api.spotify.com/v1/tracks/2Uk0aFqYCtecHL5MCq2we0,https://api.spotify.com/v1/audio-analysis/2Uk0aFqYCtecHL5MCq2we0,197279,4,0 days 00:03:17.279000,Secret For The Mad,dodie,0 days 02:30:20.663000,56
2YIsnl3xxvV34QgnT9HLCY,0.684,0.395,0,-13.957,1,0.339,0.458,0.0532,0.0744,0.505,200.042,spotify:track:2YIsnl3xxvV34QgnT9HLCY,https://api.spotify.com/v1/tracks/2YIsnl3xxvV34QgnT9HLCY,https://api.spotify.com/v1/audio-analysis/2YIsnl3xxvV34QgnT9HLCY,193423,4,0 days 00:03:13.423000,Special Girl,dodie,0 days 02:47:08.853000,56
3pDABAV7jMu9bFC2HHv2RT,0.665,0.802,8,-7.259,1,0.0386,0.0641,0.145,0.0737,0.555,117.005,spotify:track:3pDABAV7jMu9bFC2HHv2RT,https://api.spotify.com/v1/tracks/3pDABAV7jMu9bFC2HHv2RT,https://api.spotify.com/v1/audio-analysis/3pDABAV7jMu9bFC2HHv2RT,240869,4,0 days 00:04:00.869000,Hate Myself - Georgia Remix,dodie,0 days 05:03:17.571000,85
60CueJX9vAclyPm2229I2d,0.314,0.069,0,-18.693,1,0.0412,0.986,0.0178,0.0877,0.439,169.681,spotify:track:60CueJX9vAclyPm2229I2d,https://api.spotify.com/v1/tracks/60CueJX9vAclyPm2229I2d,https://api.spotify.com/v1/audio-analysis/60CueJX9vAclyPm2229I2d,65300,4,0 days 00:01:05.300000,Air So Sweet,dodie,0 days 00:59:38.699000,63
4CUS2wpysR01dYz7uiRD5d,0.394,0.0711,2,-19.41,1,0.0559,0.98,0.00726,0.184,0.358,157.592,spotify:track:4CUS2wpysR01dYz7uiRD5d,https://api.spotify.com/v1/tracks/4CUS2wpysR01dYz7uiRD5d,https://api.spotify.com/v1/audio-analysis/4CUS2wpysR01dYz7uiRD5d,166876,3,0 days 00:02:46.876000,Rainbow,dodie,0 days 01:42:23.519000,42
3UCOHhnYLVw2ODokTTtaka,0.437,0.206,0,-14.173,1,0.0469,0.94,0.00439,0.107,0.433,155.05,spotify:track:3UCOHhnYLVw2ODokTTtaka,https://api.spotify.com/v1/tracks/3UCOHhnYLVw2ODokTTtaka,https://api.spotify.com/v1/audio-analysis/3UCOHhnYLVw2ODokTTtaka,217700,4,0 days 00:03:37.700000,Party Tattoos,dodie,0 days 03:04:55.246000,56
7KHT9zexpmqYyxQVLJ5uts,0.211,0.11,10,-15.634,1,0.0374,0.964,0.00741,0.156,0.0981,162.201,spotify:track:7KHT9zexpmqYyxQVLJ5uts,https://api.spotify.com/v1/tracks/7KHT9zexpmqYyxQVLJ5uts,https://api.spotify.com/v1/audio-analysis/7KHT9zexpmqYyxQVLJ5uts,50340,3,0 days 00:00:50.340000,Instrumental,dodie,0 days 00:36:02.895000,53
2FhTvTUcbTRIxvNmdpjtbw,0.518,0.14,5,-16.925,1,0.0506,0.981,0.00122,0.104,0.209,109.75,spotify:track:2FhTvTUcbTRIxvNmdpjtbw,https://api.spotify.com/v1/tracks/2FhTvTUcbTRIxvNmdpjtbw,https://api.spotify.com/v1/audio-analysis/2FhTvTUcbTRIxvNmdpjtbw,211940,4,0 days 00:03:31.940000,Burned Out,dodie,0 days 02:50:23.666000,58
35NX4IIsuOOm6isMzTdqtQ,0.458,0.179,11,-19.057,0,0.0888,0.938,0.175,0.119,0.243,77.737,spotify:track:35NX4IIsuOOm6isMzTdqtQ,https://api.spotify.com/v1/tracks/35NX4IIsuOOm6isMzTdqtQ,https://api.spotify.com/v1/audio-analysis/35NX4IIsuOOm6isMzTdqtQ,150937,5,0 days 00:02:30.937000,I Kissed Someone (It Wasn't You),dodie,0 days 01:32:55.100000,44
6AURpqbH7V45OwiyQBkgpW,0.444,0.0667,2,-15.892,1,0.0491,0.993,0.00016,0.128,0.318,82.602,spotify:track:6AURpqbH7V45OwiyQBkgpW,https://api.spotify.com/v1/tracks/6AURpqbH7V45OwiyQBkgpW,https://api.spotify.com/v1/audio-analysis/6AURpqbH7V45OwiyQBkgpW,95765,3,0 days 00:01:35.765000,Arms Unfolding,dodie,0 days 01:19:54.625000,57
0fu5r69xQg8OQCGsK2S5Il,0.641,0.398,2,-12.237,1,0.054,0.838,0.000102,0.539,0.461,145.043,spotify:track:0fu5r69xQg8OQCGsK2S5Il,https://api.spotify.com/v1/tracks/0fu5r69xQg8OQCGsK2S5Il,https://api.spotify.com/v1/audio-analysis/0fu5r69xQg8OQCGsK2S5Il,238360,4,0 days 00:03:58.360000,Here Comes The Sun (feat. dodie),Jacob Collier,0 days 03:09:57.884000,58
2XW4AAjfBQTzp7Oe1tU702,0.693,0.664,4,-5.852,1,0.0336,0.0309,0.0,0.223,0.436,132.059,spotify:track:2XW4AAjfBQTzp7Oe1tU702,https://api.spotify.com/v1/tracks/2XW4AAjfBQTzp7Oe1tU702,https://api.spotify.com/v1/audio-analysis/2XW4AAjfBQTzp7Oe1tU702,178827,4,0 days 00:02:58.827000,No Matter Where You Are,Us The Duo,0 days 00:11:55.304000,4
5qijmwAZOkz18fJ1Wu5mY1,0.342,0.0781,5,-21.823,1,0.0372,0.965,0.0107,0.118,0.139,72.947,spotify:track:5qijmwAZOkz18fJ1Wu5mY1,https://api.spotify.com/v1/tracks/5qijmwAZOkz18fJ1Wu5mY1,https://api.spotify.com/v1/audio-analysis/5qijmwAZOkz18fJ1Wu5mY1,188082,4,0 days 00:03:08.082000,My Vine,Wasia Project,0 days 04:36:26.512000,95
41P6Tnd8KIHqON0QIydx6a,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,spotify:track:41P6Tnd8KIHqON0QIydx6a,https://api.spotify.com/v1/tracks/41P6Tnd8KIHqON0QIydx6a,https://api.spotify.com/v1/audio-analysis/41P6Tnd8KIHqON0QIydx6a,177533,4,0 days 00:02:57.533000,the perfect pair,beabadoobee,0 days 00:00:11.931000,2
6F5mZpEEjhsAW8UEqbIpz1,0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037,spotify:track:6F5mZpEEjhsAW8UEqbIpz1,https://api.spotify.com/v1/tracks/6F5mZpEEjhsAW8UEqbIpz1,https://api.spotify.com/v1/audio-analysis/6F5mZpEEjhsAW8UEqbIpz1,199515,4,0 days 00:03:19.515000,Tired,beabadoobee,0 days 00:06:30.014000,3
429NtPmr12aypzFH3FkN9l,0.532,0.137,9,-18.208,1,0.0717,0.982,0.962,0.112,0.301,118.734,spotify:track:429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/tracks/429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/audio-analysis/429NtPmr12aypzFH3FkN9l,126825,4,0 days 00:02:06.825000,Coffee,beabadoobee,0 days 00:02:06.824000,1
1NaDK3atogQEn9glK5fYuy,0.55,0.803,2,-3.608,1,0.0347,0.000561,0.000523,0.0266,0.877,130.015,spotify:track:1NaDK3atogQEn9glK5fYuy,https://api.spotify.com/v1/tracks/1NaDK3atogQEn9glK5fYuy,https://api.spotify.com/v1/audio-analysis/1NaDK3atogQEn9glK5fYuy,164691,4,0 days 00:02:44.691000,Cologne,beabadoobee,0 days 00:02:44.690000,1
4yc69QtlnLzjcYSMPOtrEo,0.444,0.932,6,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,spotify:track:4yc69QtlnLzjcYSMPOtrEo,https://api.spotify.com/v1/tracks/4yc69QtlnLzjcYSMPOtrEo,https://api.spotify.com/v1/audio-analysis/4yc69QtlnLzjcYSMPOtrEo,222357,4,0 days 00:03:42.357000,Last Day On Earth,beabadoobee,0 days 00:01:16.076000,1
12UQIJePnGeLmpVReYpG2w,0.751,0.595,6,-6.422,0,0.0274,0.209,0.00268,0.0881,0.713,92.999,spotify:track:12UQIJePnGeLmpVReYpG2w,https://api.spotify.com/v1/tracks/12UQIJePnGeLmpVReYpG2w,https://api.spotify.com/v1/audio-analysis/12UQIJePnGeLmpVReYpG2w,160493,4,0 days 00:02:40.493000,Sunny day,beabadoobee,0 days 00:02:40.493000,1
3s9eWdn8IymCPvVLcKpjww,0.405,0.0854,0,-15.488,1,0.0336,0.968,0.0121,0.139,0.148,93.768,spotify:track:3s9eWdn8IymCPvVLcKpjww,https://api.spotify.com/v1/tracks/3s9eWdn8IymCPvVLcKpjww,https://api.spotify.com/v1/audio-analysis/3s9eWdn8IymCPvVLcKpjww,141040,4,0 days 00:02:21.040000,The Moon Song,beabadoobee,0 days 00:02:21.040000,1
5xA5MggKc3aQxuOzNzPUWB,0.492,0.921,2,-3.939,1,0.032,0.082,0.0114,0.301,0.679,138.008,spotify:track:5xA5MggKc3aQxuOzNzPUWB,https://api.spotify.com/v1/tracks/5xA5MggKc3aQxuOzNzPUWB,https://api.spotify.com/v1/audio-analysis/5xA5MggKc3aQxuOzNzPUWB,178918,4,0 days 00:02:58.918000,Apple Cider,beabadoobee,0 days 00:02:58.918000,1
4tf04WrZTy60CawyvueIdK,0.451,0.97,0,-4.858,1,0.0605,0.000372,0.105,0.222,0.532,113.39,spotify:track:4tf04WrZTy60CawyvueIdK,https://api.spotify.com/v1/tracks/4tf04WrZTy60CawyvueIdK,https://api.spotify.com/v1/audio-analysis/4tf04WrZTy60CawyvueIdK,158293,4,0 days 00:02:38.293000,Talk,beabadoobee,0 days 00:00:09.795000,1
0rH1Y0mcALJgAq8EKF2Zwt,0.686,0.511,10,-7.782,1,0.0284,0.133,6.3e-05,0.102,0.39,107.067,spotify:track:0rH1Y0mcALJgAq8EKF2Zwt,https://api.spotify.com/v1/tracks/0rH1Y0mcALJgAq8EKF2Zwt,https://api.spotify.com/v1/audio-analysis/0rH1Y0mcALJgAq8EKF2Zwt,191188,4,0 days 00:03:11.188000,fall in love with a girl (feat. Beabadoobee),Cavetown,0 days 02:21:59.586000,45
0Roz3ERK1OvRrqSxpt201d,0.628,0.586,8,-6.581,0,0.0346,0.0114,0.000476,0.0949,0.548,154.989,spotify:track:0Roz3ERK1OvRrqSxpt201d,https://api.spotify.com/v1/tracks/0Roz3ERK1OvRrqSxpt201d,https://api.spotify.com/v1/audio-analysis/0Roz3ERK1OvRrqSxpt201d,188320,4,0 days 00:03:08.320000,Never Been Better (feat. Orla Gartland),half•alive,0 days 02:01:22.891000,48
6E0VYqfPw5SpgNJZ6AglA0,0.697,0.702,1,-4.271,1,0.0322,0.502,0.0,0.108,0.58,91.946,spotify:track:6E0VYqfPw5SpgNJZ6AglA0,https://api.spotify.com/v1/tracks/6E0VYqfPw5SpgNJZ6AglA0,https://api.spotify.com/v1/audio-analysis/6E0VYqfPw5SpgNJZ6AglA0,224007,4,0 days 00:03:44.007000,On The Way To Meet You,Able,0 days 00:01:07.450000,1
1PdjkRRHCrq2oHIkUvqboG,0.473,0.499,7,-6.389,0,0.0268,0.482,0.0,0.077,0.767,94.884,spotify:track:1PdjkRRHCrq2oHIkUvqboG,https://api.spotify.com/v1/tracks/1PdjkRRHCrq2oHIkUvqboG,https://api.spotify.com/v1/audio-analysis/1PdjkRRHCrq2oHIkUvqboG,196183,4,0 days 00:03:16.183000,Beautiful People,Pomplamoose,0 days 00:13:15.192000,5
2K2EtjQhdYijLLBNsFyFRO,0.378,0.0893,6,-21.688,1,0.0652,0.855,0.00192,0.165,0.142,79.021,spotify:track:2K2EtjQhdYijLLBNsFyFRO,https://api.spotify.com/v1/tracks/2K2EtjQhdYijLLBNsFyFRO,https://api.spotify.com/v1/audio-analysis/2K2EtjQhdYijLLBNsFyFRO,369427,1,0 days 00:06:09.427000,Time To Rest Your Weary Head,Jacob Collier,0 days 00:06:19.877000,2
4fUzp2GOfl5Cxfa4iB5H3o,0.363,0.144,0,-18.614,1,0.0544,0.823,0.00919,0.185,0.195,193.169,spotify:track:4fUzp2GOfl5Cxfa4iB5H3o,https://api.spotify.com/v1/tracks/4fUzp2GOfl5Cxfa4iB5H3o,https://api.spotify.com/v1/audio-analysis/4fUzp2GOfl5Cxfa4iB5H3o,377719,4,0 days 00:06:17.719000,Fair,The Amazing Devil,0 days 00:36:11.953000,7
5jxjLdZXCqZlAOCC1OHOmc,0.561,0.393,6,-10.728,1,0.0369,0.867,0.0,0.121,0.166,121.792,spotify:track:5jxjLdZXCqZlAOCC1OHOmc,https://api.spotify.com/v1/tracks/5jxjLdZXCqZlAOCC1OHOmc,https://api.spotify.com/v1/audio-analysis/5jxjLdZXCqZlAOCC1OHOmc,189507,4,0 days 00:03:09.507000,Doomsday,Matilda Mann,0 days 00:31:07.169000,11
0zHgtaaO1T7AQh4TA9AK1b,0.701,0.376,4,-10.883,0,0.0447,0.799,0.0,0.126,0.673,111.922,spotify:track:0zHgtaaO1T7AQh4TA9AK1b,https://api.spotify.com/v1/tracks/0zHgtaaO1T7AQh4TA9AK1b,https://api.spotify.com/v1/audio-analysis/0zHgtaaO1T7AQh4TA9AK1b,212013,4,0 days 00:03:32.013000,Ramblings of a Lunatic,Bears In Trees,0 days 00:17:41.568000,6
3ehrCQoouv7NW8LRgcMvRF,0.616,0.45,6,-9.832,1,0.114,0.529,1.58e-06,0.0926,0.195,123.851,spotify:track:3ehrCQoouv7NW8LRgcMvRF,https://api.spotify.com/v1/tracks/3ehrCQoouv7NW8LRgcMvRF,https://api.spotify.com/v1/audio-analysis/3ehrCQoouv7NW8LRgcMvRF,207510,4,0 days 00:03:27.510000,is your bedroom ceiling bored? (feat. Cavetown),Sody,0 days 00:24:55.863000,8
2FM1hihChwfxBkHYHXZJfT,0.582,0.493,2,-9.381,1,0.0234,0.725,1.1e-05,0.307,0.609,84.964,spotify:track:2FM1hihChwfxBkHYHXZJfT,https://api.spotify.com/v1/tracks/2FM1hihChwfxBkHYHXZJfT,https://api.spotify.com/v1/audio-analysis/2FM1hihChwfxBkHYHXZJfT,224026,4,0 days 00:03:44.026000,Mothers and Fathers,Dom Fera,0 days 00:11:54.367000,6
6BSDpXlm2gtorEzoH4RNHw,0.789,0.212,3,-11.85,1,0.0493,0.85,3.08e-05,0.107,0.253,110.479,spotify:track:6BSDpXlm2gtorEzoH4RNHw,https://api.spotify.com/v1/tracks/6BSDpXlm2gtorEzoH4RNHw,https://api.spotify.com/v1/audio-analysis/6BSDpXlm2gtorEzoH4RNHw,124365,3,0 days 00:02:04.365000,Words Ain't Enough,Tessa Violet,0 days 09:32:59.714000,292
3pkAcYDl0MQPCuC89mmmZn,0.496,0.418,11,-11.312,1,0.0382,0.674,0.00144,0.112,0.479,89.569,spotify:track:3pkAcYDl0MQPCuC89mmmZn,https://api.spotify.com/v1/tracks/3pkAcYDl0MQPCuC89mmmZn,https://api.spotify.com/v1/audio-analysis/3pkAcYDl0MQPCuC89mmmZn,249333,4,0 days 00:04:09.333000,Least Favorite Only Child,Leanna Firestone,0 days 00:06:00.910000,4
7KVA9XflawdJaRBd1XYkJu,0.621,0.177,7,-13.087,1,0.0433,0.821,0.0,0.0709,0.0787,129.88,spotify:track:7KVA9XflawdJaRBd1XYkJu,https://api.spotify.com/v1/tracks/7KVA9XflawdJaRBd1XYkJu,https://api.spotify.com/v1/audio-analysis/7KVA9XflawdJaRBd1XYkJu,335102,3,0 days 00:05:35.102000,Hug All Ur Friends,Cavetown,0 days 01:08:25.423000,18
6Jv1SvpKQvhLQJv57TlOr3,0.335,0.401,11,-8.541,1,0.0469,0.637,0.000158,0.113,0.202,82.758,spotify:track:6Jv1SvpKQvhLQJv57TlOr3,https://api.spotify.com/v1/tracks/6Jv1SvpKQvhLQJv57TlOr3,https://api.spotify.com/v1/audio-analysis/6Jv1SvpKQvhLQJv57TlOr3,339653,3,0 days 00:05:39.653000,creature - w/ Orchestra,half•alive,0 days 00:46:15.198000,10
19SCfxb72yHgB5wS21Bvdl,0.576,0.354,5,-10.882,0,0.0614,0.857,0.000101,0.267,0.345,179.943,spotify:track:19SCfxb72yHgB5wS21Bvdl,https://api.spotify.com/v1/tracks/19SCfxb72yHgB5wS21Bvdl,https://api.spotify.com/v1/audio-analysis/19SCfxb72yHgB5wS21Bvdl,265608,4,0 days 00:04:25.608000,The Truth,36 Questions,0 days 00:26:18.890000,8
72Q3BQhu0w6A81ouAUp7UL,0.369,0.195,2,-13.836,1,0.0369,0.935,4.62e-05,0.347,0.143,92.085,spotify:track:72Q3BQhu0w6A81ouAUp7UL,https://api.spotify.com/v1/tracks/72Q3BQhu0w6A81ouAUp7UL,https://api.spotify.com/v1/audio-analysis/72Q3BQhu0w6A81ouAUp7UL,166139,4,0 days 00:02:46.139000,Raining in June,Olive Klug,0 days 00:19:30.060000,8
0c0vb1jBQTxvtGRt9RKZnE,0.611,0.396,2,-8.78,1,0.0268,0.767,0.0,0.073,0.415,104.986,spotify:track:0c0vb1jBQTxvtGRt9RKZnE,https://api.spotify.com/v1/tracks/0c0vb1jBQTxvtGRt9RKZnE,https://api.spotify.com/v1/audio-analysis/0c0vb1jBQTxvtGRt9RKZnE,200571,3,0 days 00:03:20.571000,Rainbow Connection,Pomplamoose,0 days 17:22:09.519000,328
64JUnQuiwGZZCs1LSkOevr,0.572,0.421,7,-12.714,1,0.34,0.802,0.000513,0.0966,0.438,172.674,spotify:track:64JUnQuiwGZZCs1LSkOevr,https://api.spotify.com/v1/tracks/64JUnQuiwGZZCs1LSkOevr,https://api.spotify.com/v1/audio-analysis/64JUnQuiwGZZCs1LSkOevr,223283,3,0 days 00:03:43.283000,Partners in Crime,FINNEAS,0 days 00:44:39.396000,12
